step,error
921,2.10697
922,2.10637
923,2.10574
924,2.10516
925,2.10461
926,2.10406
927,2.10346
928,2.10292
929,2.10222
930,2.10155
931,2.10087
932,2.10035
933,2.09981
934,2.09919
935,2.09859
936,2.09805
937,2.09735
938,2.0967
939,2.09599
940,2.09543
941,2.09485
942,2.09421
943,2.09367
944,2.09308
945,2.09252
946,2.09186
947,2.09131
948,2.09062
949,2.09009
950,2.08956
951,2.08889
952,2.08834
953,2.08773
954,2.08715
955,2.08653
956,2.08588
957,2.08526
958,2.08457
959,2.08389
960,2.0833
961,2.08265
962,2.08201
963,2.08141
964,2.08073
965,2.0802
966,2.07952
967,2.07903
968,2.0785
969,2.07789
970,2.0774
971,2.07682
972,2.07615
973,2.07551
974,2.07491
975,2.07436
976,2.07367
977,2.07314
978,2.07254
979,2.07188
980,2.07132
981,2.07069
982,2.07006
983,2.06945
984,2.06893
985,2.06825
986,2.06775
987,2.06708
988,2.06648
989,2.06599
990,2.06535
991,2.06468
992,2.06404
993,2.06347
994,2.0629
995,2.06229
996,2.06167
997,2.06115
998,2.06053
999,2.05989
1000,2.05925
1001,2.05863
1002,2.05813
1003,2.05753
1004,2.05697
1005,2.05636
1006,2.05571
1007,2.05517
1008,2.05452
1009,2.05398
1010,2.05348
1011,2.05298
1012,2.05232
1013,2.05168
1014,2.05106
1015,2.05058
1016,2.04995
1017,2.04932
1018,2.04867
1019,2.04813
1020,2.0475
1021,2.0469
1022,2.04639
1023,2.04582
1024,2.04515
1025,2.04457
1026,2.04409
1027,2.04349
1028,2.04287
1029,2.04226
1030,2.04172
1031,2.04116
1032,2.04063
1033,2.04007
1034,2.03941
1035,2.03881
1036,2.03814
1037,2.03752
1038,2.03687
1039,2.03624
1040,2.03558
1041,2.03511
1042,2.03446
1043,2.03383
1044,2.03319
1045,2.03262
1046,2.03198
1047,2.0314
1048,2.0309
1049,2.03028
1050,2.02965
1051,2.02901
1052,2.02848
1053,2.02783
1054,2.0273
1055,2.02677
1056,2.02622
1057,2.02569
1058,2.02505
1059,2.02457
1060,2.02393
1061,2.02343
1062,2.02287
1063,2.02237
1064,2.02179
1065,2.02125
1066,2.02062
1067,2.02005
1068,2.01958
1069,2.01898
1070,2.01846
1071,2.01781
1072,2.01721
1073,2.01671
1074,2.0161
1075,2.01554
1076,2.01495
1077,2.01437
1078,2.01372
1079,2.0131
1080,2.01258
1081,2.01197
1082,2.01138
1083,2.01081
1084,2.01021
1085,2.00958
1086,2.00896
1087,2.00848
1088,2.008
1089,2.00741
1090,2.00691
1091,2.00626
1092,2.00565
1093,2.00506
1094,2.00457
1095,2.00405
1096,2.00341
1097,2.00277
1098,2.00215
1099,2.00151
1100,2.00094
1101,2.00046
1102,1.99983
1103,1.99933
1104,1.99882
1105,1.99823
1106,1.99765
1107,1.99702
1108,1.99652
1109,1.99594
1110,1.99537
1111,1.99481
1112,1.99428
1113,1.9938
1114,1.99334
1115,1.99288
1116,1.99224
1117,1.99163
1118,1.99115
1119,1.99068
1120,1.99013
1121,1.98962
1122,1.98916
1123,1.98865
1124,1.98803
1125,1.98753
1126,1.98697
1127,1.98636
1128,1.98588
1129,1.98535
1130,1.98475
1131,1.98416
1132,1.98361
1133,1.98303
1134,1.98241
1135,1.98182
1136,1.98131
1137,1.98075
1138,1.98019
1139,1.97963
1140,1.97916
1141,1.97869
1142,1.97824
1143,1.9777
1144,1.9772
1145,1.97674
1146,1.97619
1147,1.9757
1148,1.97508
1149,1.97451
1150,1.974
1151,1.97348
1152,1.97287
1153,1.97234
1154,1.97178
1155,1.97119
1156,1.97062
1157,1.97015
1158,1.96959
1159,1.969
1160,1.96846
1161,1.96795
1162,1.96741
1163,1.96679
1164,1.96617
1165,1.96566
1166,1.96509
1167,1.96458
1168,1.96398
1169,1.9635
1170,1.9629
1171,1.96228
1172,1.96178
1173,1.96118
1174,1.96065
1175,1.9601
1176,1.95949
1177,1.95888
1178,1.95829
1179,1.9577
1180,1.95716
1181,1.95671
1182,1.95623
1183,1.95572
1184,1.95519
1185,1.9546
1186,1.95415
1187,1.9537
1188,1.95309
1189,1.95253
1190,1.95194
1191,1.95142
1192,1.95081
1193,1.95033
1194,1.94981
1195,1.94921
1196,1.94866
1197,1.94822
1198,1.94775
1199,1.94723
1200,1.94675
1201,1.94632
1202,1.94581
1203,1.94527
1204,1.94468
1205,1.94409
1206,1.94366
1207,1.94307
1208,1.94251
1209,1.94193
1210,1.94137
1211,1.94091
1212,1.94032
1213,1.93974
1214,1.93921
1215,1.93871
1216,1.93817
1217,1.93762
1218,1.93712
1219,1.93659
1220,1.93611
1221,1.93565
1222,1.93505
1223,1.9346
1224,1.93409
1225,1.9336
1226,1.93316
1227,1.93256
1228,1.93207
1229,1.93159
1230,1.93109
1231,1.93056
1232,1.93007
1233,1.92951
1234,1.92891
1235,1.92844
1236,1.92792
1237,1.92731
1238,1.92671
1239,1.92625
1240,1.92568
1241,1.92514
1242,1.92465
1243,1.9241
1244,1.9236
1245,1.92302
1246,1.92243
1247,1.92183
1248,1.92133
1249,1.92085
1250,1.92033
1251,1.9198
1252,1.91928
1253,1.91879
1254,1.91823
1255,1.91765
1256,1.9171
1257,1.91653
1258,1.91597
1259,1.91537
1260,1.91494
1261,1.9145
1262,1.91399
1263,1.9135
1264,1.91293
1265,1.91242
1266,1.9119
1267,1.91142
1268,1.91092
1269,1.9104
1270,1.90988
1271,1.90943
1272,1.909
1273,1.90843
1274,1.90787
1275,1.90735
1276,1.90682
1277,1.90627
1278,1.90577
1279,1.90517
1280,1.90458
1281,1.904
1282,1.90348
1283,1.90297
1284,1.90251
1285,1.90203
1286,1.90156
1287,1.90098
1288,1.90055
1289,1.90013
1290,1.89956
1291,1.89912
1292,1.89868
1293,1.8982
1294,1.8977
1295,1.89711
1296,1.89656
1297,1.89598
1298,1.89551
1299,1.89507
1300,1.89456
1301,1.89401
1302,1.89354
1303,1.89302
1304,1.8925
1305,1.89207
1306,1.89166
1307,1.89122
1308,1.89066
1309,1.89017
1310,1.88972
1311,1.88917
1312,1.8887
1313,1.88815
1314,1.8877
1315,1.88718
1316,1.88677
1317,1.88627
1318,1.88577
1319,1.88535
1320,1.88484
1321,1.88436
1322,1.88392
1323,1.88339
1324,1.88286
1325,1.88233
1326,1.88181
1327,1.88132
1328,1.8808
1329,1.88024
1330,1.87973
1331,1.87931
1332,1.87878
1333,1.87823
1334,1.87771
1335,1.87726
1336,1.8767
1337,1.87618
1338,1.8757
1339,1.87517
1340,1.87476
1341,1.87426
1342,1.87377
1343,1.8733
1344,1.87285
1345,1.87233
1346,1.87176
1347,1.87131
1348,1.87089
1349,1.87041
1350,1.86994
1351,1.86944
1352,1.8689
1353,1.8684
1354,1.86796
1355,1.86747
1356,1.86705
1357,1.86651
1358,1.86596
1359,1.86542
1360,1.86491
1361,1.86443
1362,1.86389
1363,1.86344
1364,1.86299
1365,1.86253
1366,1.86204
1367,1.86162
1368,1.86106
1369,1.86051
1370,1.85997
1371,1.85941
1372,1.85894
1373,1.8585
1374,1.85805
1375,1.85754
1376,1.85699
1377,1.85657
1378,1.85602
1379,1.85546
1380,1.85496
1381,1.85453
1382,1.85405
1383,1.85359
1384,1.85307
1385,1.85256
1386,1.85203
1387,1.8515
1388,1.85103
1389,1.85053
1390,1.85004
1391,1.84947
1392,1.84891
1393,1.84847
1394,1.84803
1395,1.8476
1396,1.8471
1397,1.84657
1398,1.84612
1399,1.84564
1400,1.84514
1401,1.84473
1402,1.84426
1403,1.84371
1404,1.84327
1405,1.84276
1406,1.84226
1407,1.84186
1408,1.84132
1409,1.84085
1410,1.8403
1411,1.83984
1412,1.83934
1413,1.83887
1414,1.83836
1415,1.83792
1416,1.83736
1417,1.8369
1418,1.83649
1419,1.83604
1420,1.83549
1421,1.83499
1422,1.83455
1423,1.834
1424,1.83346
1425,1.83298
1426,1.83257
1427,1.8321
1428,1.83167
1429,1.8312
1430,1.83066
1431,1.83014
1432,1.82967
1433,1.82922
1434,1.8287
1435,1.8282
1436,1.82765
1437,1.82721
1438,1.82669
1439,1.82617
1440,1.82566
1441,1.82515
1442,1.82475
1443,1.8243
1444,1.82391
1445,1.8234
1446,1.8229
1447,1.82251
1448,1.82211
1449,1.8216
1450,1.82116
1451,1.82075
1452,1.82032
1453,1.81983
1454,1.81944
1455,1.81904
1456,1.81864
1457,1.81823
1458,1.81775
1459,1.8173
1460,1.81683
1461,1.81637
1462,1.81596
1463,1.81542
1464,1.81492
1465,1.81439
1466,1.8139
1467,1.81341
1468,1.81299
1469,1.81254
1470,1.81211
1471,1.81157
1472,1.81119
1473,1.81074
1474,1.81031
1475,1.80992
1476,1.80952
1477,1.809
1478,1.80861
1479,1.80819
1480,1.80772
1481,1.80727
1482,1.80683
1483,1.80632
1484,1.80579
1485,1.80535
1486,1.80483
1487,1.80444
1488,1.80398
1489,1.80354
1490,1.80308
1491,1.80255
1492,1.80206
1493,1.80158
1494,1.80105
1495,1.80062
1496,1.80015
1497,1.79969
1498,1.79917
1499,1.79867
1500,1.79816
1501,1.79775
1502,1.79727
1503,1.79675
1504,1.79629
1505,1.79577
1506,1.79525
1507,1.79477
1508,1.79427
1509,1.79374
1510,1.79324
1511,1.79283
1512,1.79239
1513,1.79201
1514,1.79148
1515,1.79105
1516,1.79062
1517,1.79011
1518,1.78967
1519,1.78917
1520,1.78878
1521,1.78828
1522,1.78778
1523,1.78729
1524,1.78685
1525,1.78637
1526,1.786
1527,1.78549
1528,1.7851
1529,1.78459
1530,1.78412
1531,1.78361
1532,1.78324
1533,1.78284
1534,1.78235
1535,1.78189
1536,1.78136
1537,1.78089
1538,1.78051
1539,1.78002
1540,1.77955
1541,1.77905
1542,1.77853
1543,1.77803
1544,1.77752
1545,1.77701
1546,1.77662
1547,1.77622
1548,1.77574
1549,1.77529
1550,1.77477
1551,1.77429
1552,1.77387
1553,1.7734
1554,1.77295
1555,1.77248
1556,1.77208
1557,1.77163
1558,1.77119
1559,1.77078
1560,1.77035
1561,1.76983
1562,1.76945
1563,1.76902
1564,1.76864
1565,1.76814
1566,1.76764
1567,1.76726
1568,1.76683
1569,1.76633
1570,1.76583
1571,1.76533
1572,1.76485
1573,1.76437
1574,1.76389
1575,1.76343
1576,1.76298
1577,1.76248
1578,1.762
1579,1.76162
1580,1.7612
1581,1.76074
1582,1.76024
1583,1.75979
1584,1.75938
1585,1.75898
1586,1.7586
1587,1.75816
1588,1.75768
1589,1.75724
1590,1.75676
1591,1.7564
1592,1.75596
1593,1.75548
1594,1.75505
1595,1.75461
1596,1.75415
1597,1.75376
1598,1.7533
1599,1.7528
1600,1.75244
1601,1.75202
1602,1.75153
1603,1.75106
1604,1.75055
1605,1.7501
1606,1.74971
1607,1.74927
1608,1.74886
1609,1.74836
1610,1.7479
1611,1.74745
1612,1.74701
1613,1.74658
1614,1.74621
1615,1.74574
1616,1.74528
1617,1.7449
1618,1.74452
1619,1.7441
1620,1.74365
1621,1.74316
1622,1.74275
1623,1.74239
1624,1.74195
1625,1.74148
1626,1.74104
1627,1.74068
1628,1.7402
1629,1.73982
1630,1.73932
1631,1.73884
1632,1.73842
1633,1.73795
1634,1.73751
1635,1.73709
1636,1.73671
1637,1.73625
1638,1.73576
1639,1.73533
1640,1.73489
1641,1.73447
1642,1.73396
1643,1.73346
1644,1.73298
1645,1.73262
1646,1.73216
1647,1.73174
1648,1.73137
1649,1.73088
1650,1.73042
1651,1.72995
1652,1.72951
1653,1.72901
1654,1.72854
1655,1.72817
1656,1.72772
1657,1.72733
1658,1.72696
1659,1.72655
1660,1.72615
1661,1.72565
1662,1.72527
1663,1.72481
1664,1.72435
1665,1.7239
1666,1.72354
1667,1.72306
1668,1.72267
1669,1.72219
1670,1.7218
1671,1.72133
1672,1.72094
1673,1.72055
1674,1.72009
1675,1.71959
1676,1.71921
1677,1.7188
1678,1.71838
1679,1.71798
1680,1.7176
1681,1.71725
1682,1.71675
1683,1.71629
1684,1.7158
1685,1.71534
1686,1.71486
1687,1.71443
1688,1.71394
1689,1.71346
1690,1.71298
1691,1.71259
1692,1.71212
1693,1.71162
1694,1.71114
1695,1.71072
1696,1.71027
1697,1.70979
1698,1.7094
1699,1.70893
1700,1.70846
1701,1.70804
1702,1.70761
1703,1.70711
1704,1.70666
1705,1.70628
1706,1.70579
1707,1.70532
1708,1.70488
1709,1.70448
1710,1.70412
1711,1.70366
1712,1.70326
1713,1.7029
1714,1.70249
1715,1.70209
1716,1.70163
1717,1.70125
1718,1.70078
1719,1.70033
1720,1.69984
1721,1.69939
1722,1.69891
1723,1.69844
1724,1.69799
1725,1.69753
1726,1.69715
1727,1.69676
1728,1.69632
1729,1.69589
1730,1.69554
1731,1.69514
1732,1.69465
1733,1.69422
1734,1.69382
1735,1.69339
1736,1.69293
1737,1.69254
1738,1.69214
1739,1.69174
1740,1.69131
1741,1.69089
1742,1.6904
1743,1.68992
1744,1.68949
1745,1.68909
1746,1.68871
1747,1.68832
1748,1.68789
1749,1.68741
1750,1.68692
1751,1.68649
1752,1.68605
1753,1.68558
1754,1.68518
1755,1.68479
1756,1.68436
1757,1.68393
1758,1.6835
1759,1.68313
1760,1.68278
1761,1.68234
1762,1.68192
1763,1.68158
1764,1.68121
1765,1.68075
1766,1.68032
1767,1.67985
1768,1.67949
1769,1.67902
1770,1.67865
1771,1.6782
1772,1.6778
1773,1.67744
1774,1.67701
1775,1.67653
1776,1.67611
1777,1.67565
1778,1.67528
1779,1.67493
1780,1.67448
1781,1.67411
1782,1.67368
1783,1.67327
1784,1.67279
1785,1.67232
1786,1.67187
1787,1.67145
1788,1.67102
1789,1.67064
1790,1.6702
1791,1.66976
1792,1.6693
1793,1.66893
1794,1.6685
1795,1.66816
1796,1.66768
1797,1.66731
1798,1.66684
1799,1.6665
1800,1.66615
1801,1.66579
1802,1.66534
1803,1.66494
1804,1.66456
1805,1.66416
1806,1.66377
1807,1.66332
1808,1.66296
1809,1.66254
1810,1.66208
1811,1.66161
1812,1.66117
1813,1.66076
1814,1.66038
1815,1.65994
1816,1.65954
1817,1.65906
1818,1.65869
1819,1.65822
1820,1.65784
1821,1.65737
1822,1.65695
1823,1.65659
1824,1.65625
1825,1.65588
1826,1.65552
1827,1.65518
1828,1.65478
1829,1.65443
1830,1.65408
1831,1.65367
1832,1.65331
1833,1.65285
1834,1.65238
1835,1.65198
1836,1.65161
1837,1.65123
1838,1.65086
1839,1.65047
1840,1.65002
1841,1.64967
1842,1.64929
1843,1.64888
1844,1.64847
1845,1.64805
1846,1.64768
1847,1.64721
1848,1.64679
1849,1.6464
1850,1.64593
1851,1.64548
1852,1.6451
1853,1.64468
1854,1.64421
1855,1.64383
1856,1.64338
1857,1.64303
1858,1.64263
1859,1.64227
1860,1.6419
1861,1.6415
1862,1.64106
1863,1.64066
1864,1.64028
1865,1.63985
1866,1.6394
1867,1.63898
1868,1.63852
1869,1.63817
1870,1.63771
1871,1.63728
1872,1.63691
1873,1.63654
1874,1.63619
1875,1.63575
