step,error
203,2.12777
204,2.12164
205,2.11636
206,2.11124
207,2.10584
208,2.10014
209,2.09528
210,2.08954
211,2.08469
212,2.07947
213,2.07361
214,2.06756
215,2.06156
216,2.05572
217,2.05038
218,2.0452
219,2.03939
220,2.0336
221,2.02789
222,2.02311
223,2.01841
224,2.01303
225,2.008
226,2.00313
227,1.99779
228,1.99254
229,1.98747
230,1.98262
231,1.9774
232,1.97218
233,1.96694
234,1.96189
235,1.95678
236,1.95118
237,1.94578
238,1.94
239,1.93469
240,1.92927
241,1.92372
242,1.91837
243,1.91372
244,1.90846
245,1.90324
246,1.89876
247,1.89377
248,1.88926
249,1.8844
250,1.87947
251,1.87404
252,1.86941
253,1.86443
254,1.85893
255,1.85346
256,1.84797
257,1.8434
258,1.83854
259,1.83377
260,1.82882
261,1.82366
262,1.8182
263,1.81378
264,1.80921
265,1.80455
266,1.79964
267,1.7952
268,1.79092
269,1.7861
270,1.78099
271,1.77582
272,1.77108
273,1.76639
274,1.76115
275,1.75674
276,1.75251
277,1.74835
278,1.74348
279,1.73915
280,1.73456
281,1.73021
282,1.72602
283,1.72127
284,1.71628
285,1.71214
286,1.70754
287,1.70272
288,1.69838
289,1.69429
290,1.69015
291,1.68529
292,1.68034
293,1.67623
294,1.67226
295,1.66816
296,1.66371
297,1.6591
298,1.65479
299,1.65027
300,1.64608
301,1.64203
302,1.63775
303,1.63312
304,1.62856
305,1.62427
306,1.61944
307,1.61476
308,1.61045
309,1.60588
310,1.60105
311,1.5962
312,1.59127
313,1.58745
314,1.58312
315,1.57852
316,1.57463
317,1.57073
318,1.56649
319,1.56235
320,1.55837
321,1.55401
322,1.55002
323,1.54624
324,1.54182
325,1.53784
326,1.53394
327,1.52999
328,1.52547
329,1.52119
330,1.51664
331,1.51283
332,1.50854
333,1.50462
334,1.50018
335,1.49622
336,1.49198
337,1.48756
338,1.48393
339,1.48027
340,1.47623
341,1.47173
342,1.46712
343,1.46302
344,1.45852
345,1.45437
346,1.45056
347,1.44697
348,1.44283
349,1.43853
350,1.43456
351,1.43016
352,1.4262
353,1.42205
354,1.41855
355,1.4149
356,1.41059
357,1.40689
358,1.403
359,1.39876
360,1.39452
361,1.39072
362,1.38639
363,1.38247
364,1.37847
365,1.37425
366,1.37005
367,1.36637
368,1.36241
369,1.35826
370,1.35453
371,1.35101
372,1.34701
373,1.34334
374,1.33943
375,1.33541
376,1.33122
377,1.32699
378,1.32286
379,1.31896
380,1.31501
381,1.31148
382,1.30774
383,1.30433
384,1.30028
385,1.29648
386,1.2929
387,1.28886
388,1.28486
389,1.28083
390,1.27685
391,1.27309
392,1.2697
393,1.26586
394,1.26261
395,1.25877
396,1.255
397,1.25106
398,1.24778
399,1.24439
400,1.24068
401,1.2371
402,1.23357
403,1.23006
404,1.22624
405,1.22303
406,1.21977
407,1.21611
408,1.21211
409,1.20809
410,1.20471
411,1.20105
412,1.19778
413,1.19405
414,1.19023
415,1.18701
416,1.18366
417,1.18046
418,1.17734
419,1.17418
420,1.17038
421,1.16658
422,1.16292
423,1.15973
424,1.15625
425,1.15263
426,1.14876
427,1.14556
428,1.14213
429,1.13906
430,1.13572
431,1.13257
432,1.12918
433,1.12547
434,1.12196
435,1.11872
436,1.115
437,1.11138
438,1.10757
439,1.10374
440,1.10018
441,1.09702
442,1.0936
443,1.08997
444,1.08699
445,1.08375
446,1.08084
447,1.07764
448,1.07428
449,1.07134
450,1.06807
451,1.06474
452,1.06116
453,1.0581
454,1.0547
455,1.05147
456,1.04789
457,1.04444
458,1.04106
459,1.03784
460,1.03441
461,1.03149
462,1.02821
463,1.02516
464,1.02162
465,1.0186
466,1.01536
467,1.01181
468,1.00819
469,1.00488
470,1.00138
471,0.998053
472,0.994605
473,0.991387
474,0.988228
475,0.984784
476,0.982038
477,0.978953
478,0.975974
479,0.97282
480,0.969658
481,0.966282
482,0.963438
483,0.96042
484,0.957655
485,0.95437
486,0.950964
487,0.948263
488,0.945205
489,0.942122
490,0.939092
491,0.936173
492,0.93305
493,0.930289
494,0.927216
495,0.924085
496,0.921154
497,0.918346
498,0.915296
499,0.9124
500,0.909196
501,0.906166
502,0.903535
503,0.900491
504,0.897823
505,0.894876
506,0.891853
507,0.8892
508,0.886571
509,0.883403
510,0.880311
511,0.877258
512,0.874106
513,0.87091
514,0.868273
515,0.865164
516,0.862076
517,0.859525
518,0.856439
519,0.853678
520,0.850776
521,0.847983
522,0.845026
523,0.842349
524,0.839502
525,0.836794
526,0.833718
527,0.830544
528,0.827635
529,0.824788
530,0.822108
531,0.81938
532,0.816867
533,0.814206
534,0.811682
535,0.809128
536,0.806135
537,0.803168
538,0.800532
539,0.79811
540,0.79529
541,0.792883
542,0.790091
543,0.787338
544,0.784377
545,0.781417
546,0.778718
547,0.775944
548,0.77301
549,0.770378
550,0.767416
551,0.764741
552,0.76188
553,0.75909
554,0.756274
555,0.753691
556,0.751371
557,0.748692
558,0.746161
559,0.743499
560,0.741055
561,0.738361
562,0.736049
563,0.733578
564,0.73126
565,0.728884
566,0.726297
567,0.724026
568,0.721788
569,0.719062
570,0.716781
571,0.714158
572,0.711345
573,0.708602
574,0.706201
575,0.703517
576,0.700917
577,0.698246
578,0.695747
579,0.693262
580,0.690976
581,0.688543
582,0.686381
583,0.684209
584,0.681965
585,0.679413
586,0.677003
587,0.674749
588,0.672377
589,0.66979
590,0.667158
591,0.664601
592,0.662166
593,0.659543
594,0.657395
595,0.654979
596,0.652825
597,0.650397
598,0.647926
599,0.645786
600,0.643415
601,0.640924
602,0.638361
603,0.635974
604,0.633615
605,0.631489
606,0.629256
607,0.627127
608,0.624629
609,0.622077
610,0.619632
611,0.61755
612,0.615357
613,0.612987
614,0.610902
615,0.608635
616,0.606396
617,0.604093
618,0.601695
619,0.599197
620,0.596978
621,0.5947
622,0.592403
623,0.590473
624,0.588299
625,0.585988
626,0.583719
627,0.581449
628,0.579307
629,0.577239
630,0.574954
631,0.573038
632,0.571108
633,0.568926
634,0.566733
635,0.564513
636,0.562212
637,0.560342
638,0.558098
639,0.555835
640,0.553489
641,0.551315
642,0.549005
643,0.546993
644,0.545013
645,0.543147
646,0.540926
647,0.53868
648,0.536482
649,0.534308
650,0.532112
651,0.530224
652,0.528284
653,0.526303
654,0.524441
655,0.522278
656,0.520412
657,0.518284
658,0.516245
659,0.514186
660,0.512359
661,0.510467
662,0.508421
663,0.506556
664,0.504823
665,0.502977
666,0.501282
667,0.499228
668,0.497352
669,0.495274
670,0.493259
671,0.491429
672,0.489545
673,0.487604
674,0.485633
675,0.483581
676,0.481571
677,0.479632
678,0.477673
679,0.475808
680,0.474021
681,0.472187
682,0.470256
683,0.468302
684,0.466242
685,0.464178
686,0.462253
687,0.46057
688,0.45866
689,0.456959
690,0.455028
691,0.45345
692,0.451637
693,0.449811
694,0.448108
695,0.446263
696,0.44473
697,0.443066
698,0.441281
699,0.439595
700,0.437974
701,0.436329
702,0.434537
703,0.432706
704,0.430782
705,0.429097
706,0.427357
707,0.42557
708,0.42407
709,0.422474
710,0.420911
711,0.419286
712,0.417492
713,0.416042
714,0.414524
715,0.412769
716,0.41093
717,0.409102
718,0.407635
719,0.405936
720,0.404441
721,0.40303
722,0.40134
723,0.399581
724,0.397914
725,0.396439
726,0.394826
727,0.393196
728,0.391592
729,0.390104
730,0.388722
731,0.387079
732,0.385463
733,0.383809
734,0.382212
735,0.380623
736,0.379205
737,0.377779
738,0.376317
739,0.374895
740,0.37336
741,0.371804
742,0.370222
743,0.368721
744,0.367183
745,0.365539
746,0.364094
747,0.36259
748,0.360999
749,0.359535
750,0.358109
751,0.356819
752,0.355402
753,0.354044
754,0.352479
755,0.351171
756,0.349766
757,0.34832
758,0.346804
759,0.345534
760,0.344028
761,0.342494
762,0.340923
763,0.339489
764,0.338057
765,0.336647
766,0.335365
767,0.333904
768,0.332403
769,0.330986
770,0.32975
771,0.328416
772,0.327145
773,0.325702
774,0.324517
775,0.32308
776,0.321628
777,0.320317
778,0.318975
779,0.317597
780,0.316142
781,0.314982
782,0.313629
783,0.31235
784,0.311114
785,0.309766
786,0.308446
787,0.307055
788,0.305816
789,0.304578
790,0.303478
791,0.302298
792,0.301114
793,0.300033
794,0.298709
795,0.297631
796,0.296402
797,0.295274
798,0.29397
799,0.292749
800,0.291442
801,0.290368
802,0.289304
803,0.288213
804,0.287176
805,0.286105
806,0.285025
807,0.283771
808,0.28256
809,0.281299
810,0.280094
811,0.278909
812,0.277638
813,0.276496
814,0.275469
815,0.274394
816,0.273335
817,0.272153
818,0.271099
819,0.269946
820,0.268898
821,0.267854
822,0.266872
823,0.265761
824,0.26472
825,0.263756
826,0.262652
827,0.261454
828,0.260436
829,0.259354
830,0.258292
831,0.257322
832,0.256236
833,0.255161
834,0.254147
835,0.253061
836,0.251954
837,0.250893
838,0.249837
839,0.248836
840,0.247835
841,0.246882
842,0.245987
843,0.245017
844,0.243966
845,0.243048
846,0.242011
847,0.241135
848,0.24007
849,0.239202
850,0.23819
851,0.237278
852,0.236353
853,0.235326
854,0.234265
855,0.233258
856,0.232214
857,0.231242
858,0.230269
859,0.229412
860,0.228557
861,0.227713
862,0.226837
863,0.225846
864,0.224869
865,0.223908
866,0.222978
867,0.222076
868,0.221226
869,0.220401
870,0.219441
871,0.218496
872,0.217622
873,0.216655
874,0.21586
875,0.21506
876,0.21428
877,0.213359
878,0.212562
879,0.211611
880,0.210664
881,0.209713
882,0.208912
883,0.208134
884,0.207263
885,0.206502
886,0.205617
887,0.204772
888,0.20391
889,0.203097
890,0.202246
891,0.201364
892,0.200536
893,0.199638
894,0.198792
895,0.19804
896,0.19723
897,0.196495
898,0.195677
899,0.194821
900,0.194064
901,0.193279
902,0.192497
903,0.191682
904,0.19092
905,0.190138
906,0.189308
907,0.188546
908,0.187806
909,0.186969
910,0.186218
911,0.185518
912,0.184721
913,0.183943
914,0.183223
915,0.182488
916,0.181713
917,0.181038
918,0.180395
919,0.1797
920,0.17897
921,0.178224
922,0.177567
923,0.176927
924,0.176216
925,0.175464
926,0.174792
927,0.174154
928,0.173399
929,0.172617
930,0.171831
931,0.171183
932,0.170509
933,0.169838
934,0.169093
935,0.168344
936,0.16775
937,0.167056
938,0.166417
939,0.165773
940,0.165083
941,0.164381
942,0.163703
943,0.163042
944,0.162408
945,0.161844
946,0.161273
947,0.160691
948,0.160111
949,0.159543
950,0.158918
951,0.158256
952,0.15759
953,0.156934
954,0.156261
955,0.155668
956,0.155063
957,0.154508
958,0.153913
959,0.153324
960,0.152781
961,0.152199
962,0.151584
963,0.150976
964,0.150326
965,0.149715
966,0.14913
967,0.148627
968,0.148074
969,0.147458
970,0.1469
971,0.146382
972,0.145806
973,0.145308
974,0.144731
975,0.144229
976,0.143737
977,0.143157
978,0.142636
979,0.142126
980,0.141657
981,0.141089
982,0.140612
983,0.140061
984,0.139516
985,0.138934
986,0.138459
987,0.137988
988,0.137521
989,0.136998
990,0.136474
991,0.135992
992,0.135532
993,0.135055
994,0.13451
995,0.134057
996,0.133624
997,0.133141
998,0.132696
999,0.132222
1000,0.131749
1001,0.131263
1002,0.130767
1003,0.130333
1004,0.12985
1005,0.129385
1006,0.128943
1007,0.128452
1008,0.128007
1009,0.127536
1010,0.127122
1011,0.126691
1012,0.126237
1013,0.125819
1014,0.125415
1015,0.125003
1016,0.124597
1017,0.124183
1018,0.123759
1019,0.123341
1020,0.122963
1021,0.12258
1022,0.122143
1023,0.12175
1024,0.121339
1025,0.120903
1026,0.120499
1027,0.120088
1028,0.119702
1029,0.119294
1030,0.118937
1031,0.118521
1032,0.118151
1033,0.117739
1034,0.117301
1035,0.116861
1036,0.116494
1037,0.11613
1038,0.115728
1039,0.115332
1040,0.115
1041,0.114597
1042,0.114265
1043,0.11389
1044,0.113547
1045,0.113206
1046,0.112813
1047,0.11245
1048,0.112083
1049,0.111735
1050,0.111348
1051,0.110978
1052,0.110623
1053,0.110261
1054,0.109879
1055,0.109572
1056,0.109241
1057,0.108917
1058,0.108574
1059,0.108218
1060,0.10793
1061,0.107593
1062,0.10726
1063,0.106958
1064,0.106639
1065,0.106315
1066,0.106022
1067,0.105688
1068,0.105341
1069,0.105067
1070,0.104763
1071,0.104497
1072,0.10423
1073,0.103926
1074,0.103617
1075,0.103334
1076,0.103014
1077,0.102709
1078,0.102394
1079,0.102097
1080,0.101839
1081,0.101541
1082,0.101271
1083,0.100981
1084,0.100699
1085,0.100437
1086,0.100146
1087,0.0999029
1088,0.099625
1089,0.0993552
1090,0.0990638
1091,0.0987803
1092,0.0985295
1093,0.0982688
1094,0.0980404
1095,0.0977675
1096,0.0975322
1097,0.0972947
1098,0.097031
1099,0.0968024
1100,0.0965659
1101,0.0963306
1102,0.0961064
1103,0.095871
1104,0.0956583
1105,0.0954041
1106,0.0951493
1107,0.0949426
1108,0.09471
1109,0.0944704
1110,0.0942322
1111,0.0939919
1112,0.0937641
1113,0.093567
1114,0.0933501
1115,0.0931501
1116,0.0929408
1117,0.0927331
1118,0.0925319
1119,0.092338
1120,0.0921092
1121,0.0919136
1122,0.0916871
1123,0.0914903
1124,0.0912724
1125,0.0910415
1126,0.0908524
1127,0.0906298
1128,0.0904375
1129,0.0902166
1130,0.0900325
1131,0.0898291
1132,0.0896388
1133,0.0894496
1134,0.0892728
1135,0.0890854
1136,0.0889033
1137,0.0886952
1138,0.0885063
1139,0.0883009
1140,0.0881065
1141,0.087938
1142,0.0877509
1143,0.0875832
1144,0.0874177
1145,0.0872548
1146,0.087086
1147,0.086909
1148,0.0867345
1149,0.0865582
1150,0.0863786
1151,0.086211
1152,0.0860314
1153,0.0858584
1154,0.085684
1155,0.0855158
1156,0.0853482
1157,0.0851702
1158,0.085005
1159,0.0848291
1160,0.0846529
1161,0.0844829
1162,0.0843215
1163,0.0841744
1164,0.0840321
1165,0.0838709
1166,0.0837093
1167,0.0835571
1168,0.0833984
1169,0.0832594
1170,0.0831141
1171,0.0829709
1172,0.0828295
1173,0.0826645
1174,0.0825159
1175,0.0823709
1176,0.0822378
1177,0.0820847
1178,0.0819228
1179,0.0817744
1180,0.0816377
1181,0.0814933
1182,0.0813367
1183,0.0811755
1184,0.0810106
1185,0.0808678
1186,0.0807296
1187,0.0805885
1188,0.0804573
1189,0.0803077
1190,0.0801749
1191,0.0800218
1192,0.0798831
1193,0.0797374
1194,0.0796131
1195,0.079478
1196,0.0793468
1197,0.0792063
1198,0.0790595
1199,0.0789092
1200,0.078766
1201,0.0786455
1202,0.0785249
1203,0.0783826
1204,0.078233
1205,0.0781001
1206,0.077978
1207,0.077834
1208,0.0777144
1209,0.0775703
1210,0.0774411
1211,0.0773174
1212,0.0771894
1213,0.0770688
1214,0.0769501
1215,0.0768243
1216,0.0766928
1217,0.0765638
1218,0.0764239
1219,0.0762858
1220,0.0761638
1221,0.0760485
1222,0.0759176
1223,0.0757838
1224,0.0756469
1225,0.0755114
1226,0.0753955
1227,0.0752821
1228,0.0751615
1229,0.0750242
1230,0.0748826
1231,0.0747716
1232,0.074636
1233,0.0745255
1234,0.0743934
1235,0.0742555
1236,0.0741314
1237,0.0740219
1238,0.0738909
1239,0.0737651
1240,0.0736564
1241,0.0735417
1242,0.0734111
1243,0.0732889
1244,0.0731682
1245,0.0730323
1246,0.0728966
1247,0.072788
1248,0.0726684
1249,0.0725399
1250,0.0724084
1251,0.0722776
1252,0.0721442
1253,0.072022
1254,0.0719016
1255,0.0717764
1256,0.071663
1257,0.0715397
1258,0.0714114
1259,0.0712867
1260,0.0711638
1261,0.0710368
1262,0.0709115
1263,0.0707893
1264,0.0706618
1265,0.0705407
1266,0.0704216
1267,0.0703101
1268,0.0701902
1269,0.0700757
1270,0.0699493
1271,0.0698274
1272,0.0697056
1273,0.0695831
1274,0.0694484
1275,0.069311
1276,0.0691873
1277,0.0690562
1278,0.0689186
1279,0.0687795
1280,0.068654
1281,0.068524
1282,0.0683941
1283,0.0682748
1284,0.0681606
1285,0.0680483
1286,0.0679402
1287,0.067821
1288,0.0676909
1289,0.0675599
1290,0.067451
1291,0.0673345
1292,0.0672144
1293,0.0670878
1294,0.0669539
1295,0.0668408
1296,0.0667292
1297,0.0666135
1298,0.0664961
1299,0.0663701
1300,0.0662448
1301,0.0661346
1302,0.0660226
1303,0.0659117
1304,0.0657871
1305,0.0656755
1306,0.0655656
1307,0.0654536
1308,0.0653199
1309,0.0652099
1310,0.0650981
1311,0.064976
1312,0.0648432
1313,0.0647072
1314,0.064569
1315,0.0644577
1316,0.0643471
1317,0.0642131
1318,0.0640866
1319,0.0639515
1320,0.0638195
1321,0.0636914
1322,0.0635757
1323,0.0634617
1324,0.0633449
1325,0.0632332
1326,0.0631146
1327,0.0629933
1328,0.0628727
1329,0.0627434
1330,0.0626012
1331,0.0624593
1332,0.0623243
1333,0.0622082
1334,0.0620689
1335,0.0619472
1336,0.0618283
1337,0.0617151
1338,0.0615917
1339,0.0614746
1340,0.0613603
1341,0.0612336
1342,0.0611014
1343,0.0609611
1344,0.0608363
1345,0.0607076
1346,0.0605661
1347,0.0604398
1348,0.0603133
1349,0.0601866
1350,0.0600665
1351,0.0599497
1352,0.0598079
1353,0.059681
1354,0.0595598
1355,0.0594393
1356,0.0593129
1357,0.0591828
1358,0.0590501
1359,0.0589119
1360,0.0587923
1361,0.0586609
1362,0.0585258
1363,0.0583839
1364,0.0582444
1365,0.0581082
1366,0.0579889
1367,0.0578462
1368,0.0577081
1369,0.0575749
1370,0.0574556
1371,0.0573191
1372,0.0572017
1373,0.0570645
1374,0.0569291
1375,0.0568001
1376,0.0566755
1377,0.056544
1378,0.0564031
1379,0.056263
1380,0.0561151
1381,0.0559635
1382,0.0558176
1383,0.0556684
1384,0.0555384
1385,0.0554204
1386,0.0552992
1387,0.0551594
1388,0.055024
1389,0.0548833
1390,0.0547486
1391,0.054609
1392,0.0544818
1393,0.0543595
1394,0.0542269
1395,0.0540774
1396,0.0539321
1397,0.0537927
1398,0.0536432
1399,0.0535102
1400,0.0533875
1401,0.0532681
1402,0.053146
1403,0.0530224
1404,0.052881
1405,0.0527387
1406,0.052601
1407,0.0524813
1408,0.052357
1409,0.0522286
1410,0.0520877
1411,0.0519651
1412,0.0518375
1413,0.0517031
1414,0.0515834
1415,0.0514458
1416,0.0513097
1417,0.0511858
1418,0.0510547
1419,0.0509341
1420,0.0507903
1421,0.0506401
1422,0.0504955
1423,0.050372
1424,0.0502517
1425,0.0501267
1426,0.0500042
1427,0.0498619
1428,0.0497154
1429,0.0495951
1430,0.0494705
1431,0.0493235
1432,0.0492025
1433,0.0490745
1434,0.0489526
1435,0.0488095
1436,0.0486566
1437,0.0485144
1438,0.048367
1439,0.0482421
1440,0.0480947
1441,0.0479569
1442,0.0478291
1443,0.0477032
1444,0.0475533
1445,0.0474246
1446,0.0472794
1447,0.0471424
1448,0.0470101
1449,0.0468836
1450,0.046748
1451,0.0466214
1452,0.0464988
1453,0.0463728
1454,0.0462435
1455,0.0461206
1456,0.0459893
1457,0.0458571
1458,0.04571
1459,0.0455844
1460,0.0454525
1461,0.045332
1462,0.0452104
1463,0.0450782
1464,0.0449492
1465,0.0448256
1466,0.0446996
1467,0.0445724
1468,0.0444305
1469,0.0443104
1470,0.0441798
1471,0.0440402
1472,0.0439034
1473,0.0437638
1474,0.0436164
1475,0.0434793
1476,0.0433318
1477,0.0431894
1478,0.0430705
1479,0.0429449
1480,0.0428001
1481,0.0426634
1482,0.0425302
1483,0.0423812
1484,0.0422368
1485,0.0420921
1486,0.0419718
1487,0.0418503
1488,0.0417276
1489,0.0415825
1490,0.0414547
1491,0.0413196
1492,0.0411711
1493,0.0410407
1494,0.0409231
1495,0.0407986
1496,0.0406666
1497,0.0405422
1498,0.0404098
1499,0.0402853
1500,0.0401608
1501,0.0400169
1502,0.0398694
1503,0.0397251
1504,0.0395899
1505,0.0394494
1506,0.0393231
1507,0.0391943
1508,0.0390656
1509,0.0389402
1510,0.0388044
1511,0.0386793
1512,0.0385388
1513,0.0384192
1514,0.0382967
1515,0.0381648
1516,0.0380215
1517,0.0378954
1518,0.0377596
1519,0.0376429
1520,0.0375212
1521,0.0374071
1522,0.0372755
1523,0.0371543
1524,0.0370299
1525,0.0368967
1526,0.0367674
1527,0.036627
1528,0.0364836
1529,0.0363699
1530,0.0362537
1531,0.0361365
1532,0.0359975
1533,0.035884
1534,0.0357457
1535,0.0356169
1536,0.0354807
1537,0.0353598
1538,0.0352212
1539,0.0351024
1540,0.034974
1541,0.0348439
1542,0.0347165
1543,0.0345918
1544,0.0344585
1545,0.0343224
1546,0.0342105
1547,0.0340824
1548,0.033968
1549,0.0338373
1550,0.0337039
1551,0.0335808
1552,0.0334485
1553,0.033326
1554,0.0331974
1555,0.0330834
1556,0.0329723
1557,0.0328591
1558,0.0327493
1559,0.032641
1560,0.0325274
1561,0.0324142
1562,0.0323012
1563,0.0321888
1564,0.0320748
1565,0.0319626
1566,0.0318367
1567,0.0317278
1568,0.0316086
1569,0.0314831
1570,0.0313674
1571,0.0312581
1572,0.0311442
1573,0.0310149
1574,0.0308904
1575,0.0307819
1576,0.0306589
1577,0.0305336
1578,0.0304045
1579,0.0302726
1580,0.0301525
1581,0.0300311
1582,0.0299172
1583,0.029805
1584,0.0296999
1585,0.0295955
1586,0.0294795
1587,0.0293709
1588,0.029261
1589,0.0291419
1590,0.0290318
1591,0.0289152
1592,0.0287885
1593,0.0286707
1594,0.0285468
1595,0.0284393
1596,0.0283188
1597,0.0282016
1598,0.0280917
1599,0.0279832
1600,0.0278755
1601,0.0277575
1602,0.0276435
1603,0.0275255
1604,0.027408
1605,0.0273038
1606,0.0271839
1607,0.0270733
1608,0.0269764
1609,0.0268616
1610,0.0267535
1611,0.0266424
1612,0.0265336
1613,0.0264159
1614,0.0263208
1615,0.0262114
1616,0.0261166
1617,0.0260085
1618,0.0259157
1619,0.0258135
1620,0.0257113
1621,0.0256103
1622,0.0255161
1623,0.0254157
1624,0.0253244
1625,0.0252334
1626,0.0251271
1627,0.0250143
1628,0.0249056
1629,0.0248114
1630,0.0247148
1631,0.024623
1632,0.0245341
1633,0.0244254
1634,0.0243131
1635,0.0242043
1636,0.0241097
1637,0.0240018
1638,0.0239064
1639,0.0238116
1640,0.0237072
1641,0.0236002
1642,0.0235138
1643,0.0234208
1644,0.0233183
1645,0.023231
1646,0.0231444
1647,0.023042
1648,0.0229385
1649,0.0228516
1650,0.0227609
1651,0.0226727
1652,0.0225787
1653,0.0224853
1654,0.022388
1655,0.0222929
1656,0.0221994
1657,0.0221086
1658,0.0220172
1659,0.021931
1660,0.0218378
1661,0.0217392
1662,0.0216502
1663,0.0215568
1664,0.0214597
1665,0.021373
1666,0.0212851
1667,0.0212048
1668,0.0211216
1669,0.021028
1670,0.0209401
1671,0.0208613
1672,0.020772
1673,0.0206846
1674,0.0205987
1675,0.0205133
1676,0.020425
1677,0.0203375
1678,0.0202552
1679,0.0201719
1680,0.0200832
1681,0.019994
1682,0.0199057
1683,0.0198267
1684,0.0197496
1685,0.01967
1686,0.0195813
1687,0.0194933
1688,0.0194047
1689,0.019326
1690,0.0192359
1691,0.0191558
1692,0.0190818
1693,0.0190044
1694,0.0189327
1695,0.018846
1696,0.0187614
1697,0.0186811
1698,0.0186108
1699,0.0185253
1700,0.0184498
1701,0.018372
1702,0.0183026
1703,0.0182183
1704,0.0181503
1705,0.0180743
1706,0.0179992
1707,0.017921
1708,0.0178525
1709,0.0177734
1710,0.0177063
1711,0.0176275
1712,0.0175529
1713,0.0174747
1714,0.0174084
1715,0.0173331
1716,0.0172672
1717,0.0171889
1718,0.0171175
1719,0.0170392
1720,0.0169718
1721,0.0169026
1722,0.0168353
1723,0.0167669
1724,0.0166922
1725,0.0166242
1726,0.0165572
1727,0.0164883
1728,0.0164129
1729,0.0163453
1730,0.0162773
1731,0.0162139
1732,0.0161404
1733,0.0160715
1734,0.0160091
1735,0.0159363
1736,0.0158765
1737,0.015809
1738,0.0157418
1739,0.0156812
1740,0.0156175
1741,0.0155507
1742,0.0154778
1743,0.0154053
1744,0.0153426
1745,0.0152854
1746,0.0152214
1747,0.0151588
1748,0.0150889
1749,0.015017
1750,0.0149568
1751,0.0148993
1752,0.0148396
1753,0.0147769
1754,0.0147145
1755,0.0146585
1756,0.0145925
1757,0.0145251
1758,0.014462
1759,0.0143971
1760,0.0143404
1761,0.0142869
1762,0.0142348
1763,0.0141809
1764,0.0141214
1765,0.0140673
1766,0.0140151
1767,0.0139558
1768,0.0138935
1769,0.0138337
1770,0.0137715
1771,0.0137182
1772,0.0136654
1773,0.0136057
1774,0.0135546
1775,0.0134984
1776,0.013438
1777,0.0133792
1778,0.0133306
1779,0.0132729
1780,0.0132154
1781,0.0131633
1782,0.0131157
1783,0.0130676
1784,0.0130102
1785,0.0129555
1786,0.0129059
1787,0.0128496
1788,0.0127971
1789,0.0127403
1790,0.0126857
1791,0.0126305
1792,0.0125857
1793,0.0125336
1794,0.0124773
